,ProjectID,ProjectNam,ProjectMet,Status,Status_Rea,RiverBasin,CU,HUC,County,Ecoregion,GIS_Acres,Shape_STAr,Shape_STLe,BUFF_DIST,ORIG_FID,FREQUENCY,COUNT_ProjectID
84,77,Chapel Creek,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002060080,Orange,Central Piedmont,5.15304159,224466.491569,3331.04917891,1.0,85,1.0,1.0
85,79,Charles Creek,Design-Bid-Build,Inactive,Long Term Mangement,Pasquotank,03010205,03010205050010,Pasquotank,Northern Outer Coastal Plain,1.99612345,86997.96022989998,1417.51156027,1.0,86,7.0,7.0
86,92017,Chowan River Harrell,Design-Bid-Build,Inactive,Long Term Mangement,Chowan,03010203,03010203080020,Chowan,Northern Outer Coastal Plain,111.26123172,4846539.25383,10851.0185152,1.0,87,1.0,1.0
87,90,City Pond,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040201,03040201020020,Anson,Southern Piedmont,35.44328959,1543909.69469,13623.8382116,1.0,88,1.0,1.0
88,91,Clayhill Farm,Design-Bid-Build,Inactive,Long Term Mangement,White Oak,03020106,03020106010060,Jones,Southern Outer Coastal Plain,343.0328624,14942371.6459,16833.1271701,1.0,89,4.0,4.0
89,92,Clear Creek,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105030040,Henderson,Southern Mountains,6.39762537,278680.561046,2916.40049868,1.0,90,1.0,1.0
90,93,Cleghorn Creek,Full Delivery,Inactive,Long Term Mangement,Broad,03050105,03050105040090,Rutherford,Southern Piedmont,23.77005006,1035449.11346,9196.57636726,1.0,91,1.0,1.0
91,95720,Cochran Branch Stream and Wetland Restoration Site,Full Delivery,Inactive,Long Term Mangement,Little Tennessee,06010202,06010202040020,Macon,Southern Mountains,10.0500787,437817.731298,3275.10304914,1.0,92,1.0,1.0
92,94,Coddle Creek Tributary (Indian Run),Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105020010,Cabarrus,Southern Piedmont,19.60612259,854041.346126,8014.30112835,1.0,93,,
93,92205,Collins Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002050060,Orange,Central Piedmont,27.84952595,1213125.35028,18729.5538909,1.0,94,1.0,1.0
94,92760,Columbus Swamp,Full Delivery,Inactive,Long Term Mangement,Lumber,03040203,03040203170020,Columbus,Southern Inner Coastal Plain,40.10197246,1746841.92016,5226.01760004,1.0,95,1.0,1.0
95,96,Company Swamp,Design-Bid-Build,Inactive,Long Term Mangement,Roanoke,03010107,03010107130020,Bertie,Northern Outer Coastal Plain,1510.10856387,65780329.0423,50183.8116493,1.0,96,,
96,92232,Conetoe Creek (G),Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020103,03020103050050,Pitt,Northern Inner Coastal Plain,10.02405745,436647.942724,8583.466767809998,1.0,97,4.0,4.0
97,92226,Conoconnara Swamp,Full Delivery,Inactive,Long Term Mangement,Roanoke,03010107,03010107090020,Halifax,Northern Inner Coastal Plain,200.34695483,8727113.35219,29929.3799122,1.0,98,1.0,1.0
98,95807,Coon Creek Riparian Buffer and Nutrient Offset,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101020010,Granville,Central Piedmont,30.19033674,1315091.06838,11556.3999188,1.0,99,1.0,1.0
99,92014,Countyline Creek Mackovic,Design-Bid-Build,Inactive,Long Term Mangement,Roanoke,03010104,03010104032010,Caswell,Central Piedmont,90.12686028,3925926.03374,9387.09978342,1.0,100,,
100,99,Cox Site,Full Delivery,Inactive,Long Term Mangement,Neuse,03020201,03020201150050,Johnston,Northern Inner Coastal Plain,66.59785913,2901002.74387,14282.7010911,1.0,101,,
101,105,Cross Creek,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030004,03030004100050,Cumberland,Southern Inner Coastal Plain,4.66272533,203089.944197,4551.874451,1.0,102,4.0,4.0
102,92329,Crowns West,Full Delivery,Inactive,Long Term Mangement,White Oak,03030001,03030001010010,Onslow,Southern Outer Coastal Plain,10.77892645,469530.284474,6573.71325801,1.0,103,1.0,1.0
103,92245,Crowther North South Yadkin River,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040102,03040102050030,Rowan,Central Piedmont,39.49429494,1720371.48742,8889.74071473,1.0,104,26.0,26.0
104,92547,Cutawhiskie creek,Full Delivery,Active,Active,Chowan,03010204,03010204200010,Hertford,Northern Outer Coastal Plain,22.83914106,994872.984447,9138.80988104,1.0,105,1.0,1.0
105,106,Dale Tract,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030005,03030005030080,Brunswick,Southern Outer Coastal Plain,237.577466,10348874.4191,16440.3096294,1.0,106,1.0,1.0
106,92269,Daniels Farm,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101040070,Franklin,Central Piedmont,33.95281703,1478984.70965,6496.59459463,1.0,107,,
107,92229,Daniels Farm #2,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101040070,Franklin,Central Piedmont,33.76410324,1470764.33713,12093.01774,1.0,108,2.0,2.0
108,92543,Davis Branch,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040105,03040105070080,Union,Southern Piedmont,13.32591892,580477.028022,8597.57752271,1.0,109,1.0,1.0
109,92157,Davis Tract-Yadkin River,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040101,03040101200040,Davie,Central Piedmont,75.64673141999998,3295171.62065,19294.7903788,1.0,110,32.0,32.0
110,110,Deaton,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003020060,Randolph,Central Piedmont,13.62873469,593667.683277,9961.57386136,1.0,111,,
111,92120,Deep - Horse Creek McKean,Design-Bid-Build,Inactive,Long Term Mangement,Lumber,03040203,03040203010050,Moore,Southern Piedmont,95.38649898000001,4155035.89565,16423.1099443,1.0,112,27.0,27.0
112,92091,Deep River Hanson,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003060080,Chatham,Central Piedmont,111.35237624,4850509.50907,12192.1420253,1.0,113,,
113,92092,Deep River Jordan,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003040010,Moore,Southern Piedmont,168.22183343,7327743.064059999,32119.6087446,1.0,114,14.0,14.0
114,92093,Deep River M. Paschal,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003040010,Moore,Southern Piedmont,76.4373332,3329610.23399,15824.3264836,1.0,115,3.0,3.0
115,95021,Devils Racetrack Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Neuse,03020201,03020201140010,Johnston,Northern Inner Coastal Plain,96.06454007,4184571.36563,28032.1616166,1.0,116,1.0,1.0
116,117,Dismal Swamp,Design-Bid-Build,Inactive,Long Term Mangement,Pasquotank,03010205,03010205090010,Gates,Northern Outer Coastal Plain,611.57101587,26640033.4513,20919.8505814,1.0,117,,
117,118,Dismal Swamp Full-Delivery,Full Delivery,Inactive,Long Term Mangement,Pasquotank,03010205,03010205180010,Tyrrell,Northern Outer Coastal Plain,455.0012425,19819854.1232,17953.3520778,1.0,118,27.0,27.0
118,92533,Dog Bite Creek,Full Delivery,Inactive,Long Term Mangement,French Broad,06010108,06010108040010,Mitchell,Northern Mountains,6.86231576,298922.474708,8130.32243479,1.0,119,4.0,4.0
119,119,Dowd Dairy,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030005,03030005020020,Bladen,Southern Inner Coastal Plain,671.42338578,29247202.6845,28520.4517096,1.0,120,1.0,1.0
120,92163,Drowning Creek,Design-Bid-Build,Inactive,Long Term Mangement,Lumber,03040203,03040203010111,Moore,Southern Piedmont,779.66343871,33962090.1319,63395.517932,1.0,121,,
121,92121,Drowning Creek IP Forest Investments,Design-Bid-Build,Inactive,Long Term Mangement,Lumber,03040203,03040203010030,Moore,Southern Piedmont,486.05138049,21172478.2088,30508.8173909,1.0,122,,
122,92544,Duke Swamp,Full Delivery,Inactive,Long Term Mangement,Chowan,03010203,03010203040010,Gates,Northern Outer Coastal Plain,25.43485928,1107906.08898,9073.12072736,1.0,123,1.0,1.0
123,65,Dula Thorofare at Bishop Site,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104061050,Anson,Southern Piedmont,120.01001263,5227636.14995,36246.3333475,1.0,124,,
124,92350,Dula Thorofare at Camp Branch,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105081060,Anson,Southern Piedmont,95.82277417,4174040.04302,26199.1093893,1.0,125,,
125,92176,DuPont Forest,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105010080,Transylvania,Southern Mountains,2221.94247665,96787814.2831,57586.9610533,1.0,126,,
126,92116,Dutch Buffalo Creek Walker,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105020050,Cabarrus,Southern Piedmont,33.67139204,1466725.83733,6364.42093044,1.0,127,3.0,3.0
127,92117,Dutch Buffalo Creek Wickliff,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105020050,Cabarrus,Southern Piedmont,2.73396277,119091.418042,1381.88033984,1.0,128,3.0,3.0
128,92107,Dutch Second Creek Hill,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040103,03040103010030,Rowan,Central Piedmont,16.98471228,739854.0668499998,5482.93913336,1.0,129,1.0,1.0
129,121,Dutchman's Creek,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201110010,Wake,Central Piedmont,84.79773118999998,3693789.1707,10064.9198125,1.0,130,,
130,92255,Dye Branch II Stream Restoration,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105010010,Iredell,Central Piedmont,12.01228967,523254.306772,7211.49295641,1.0,131,4.0,4.0
131,745,Eagle Brunswick,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030005,03030005040010,Brunswick,Southern Outer Coastal Plain,458.54864039,19974379.4445,24583.9865421,1.0,132,1.0,1.0
132,92763,East Buffalo Creek,Full Delivery,Inactive,Long Term Mangement,Little Tennessee,06010204,06010204020030,Graham,Southern Mountains,17.84674775,777404.3321239998,23755.8018141,1.0,133,7.0,7.0
133,94203,East Fork of the Pigeon River Wetlands,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010106,06010106010010,Haywood,Southern Mountains,16.53292126,720104.189908,3730.09274285,1.0,134,1.0,1.0
134,123,East Tarboro Canal (G),Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020103,03020103010010,Edgecombe,Northern Inner Coastal Plain,11.51328539,501518.711452,6281.07022424,1.0,135,18.0,18.0
